zip,state,value,latitude,longitude,county
99546,alaska,0,51.87957,-176.63675,aleutians west census area
99547,alaska,0,52.227555,-174.19628,aleutians west census area
99742,alaska,0,63.776098,-171.70088,nome
99769,alaska,0,63.686038,-170.4087,nome
99660,alaska,0,57.130894,-170.27203,aleutians west census area
99591,alaska,0,56.605546,-169.55958,aleutians west census area
99638,alaska,0,52.785684,-169.19469,aleutians west census area
99783,alaska,0,65.612116,-168.08928,nome
96850,hawaii,0,24.859832,-168.021815,honolulu
96853,hawaii,0,24.859832,-168.021815,honolulu
96857,hawaii,0,24.859832,-168.021815,honolulu
96859,hawaii,0,24.859832,-168.021815,honolulu
96860,hawaii,0,24.859832,-168.021815,honolulu
99766,alaska,0,68.347052,-166.76291,north slope
99692,alaska,0,53.883729,-166.5485,aleutians west census area
99685,alaska,0,53.872017,-166.52287,aleutians west census area
99785,alaska,0,65.342744,-166.51023,nome
99778,alaska,0,65.250432,-166.35474,nome
99630,alaska,0,60.364246,-166.28601,bethel
99604,alaska,0,61.52898,-166.09619,wade hampton
99553,alaska,0,54.098693,-165.88176,aleutians east
99772,alaska,0,66.259417,-165.73202,nome
99563,alaska,0,61.527953,-165.57029,wade hampton
99662,alaska,0,61.783788,-165.53972,wade hampton
99681,alaska,0,60.582127,-165.25645,bethel
99762,alaska,0,64.532616,-165.10883,nome
99637,alaska,0,60.532936,-165.10529,bethel
99666,alaska,0,62.495675,-164.97188,wade hampton
99690,alaska,0,60.527618,-164.81976,bethel
99554,alaska,0,62.683391,-164.65455,wade hampton
99750,alaska,0,67.733313,-164.54522,northwest arctic
99581,alaska,0,62.729019,-164.29917,wade hampton
99561,alaska,0,60.143735,-164.25283,bethel
99614,alaska,0,59.937619,-164.04392,bethel
99620,alaska,0,62.945434,-163.76142,wade hampton
99632,alaska,0,62.090075,-163.72393,wade hampton
99784,alaska,0,64.684323,-163.44257,nome
99583,alaska,0,54.849999,-163.42011,aleutians east
99658,alaska,0,62.048263,-163.1937,wade hampton
99622,alaska,0,59.870295,-163.16752,bethel
99759,alaska,0,69.741023,-163.00861,north slope
99761,alaska,0,67.572031,-162.97508,northwest arctic
99650,alaska,0,61.93605,-162.8834,wade hampton
99736,alaska,0,66.075713,-162.71822,northwest arctic
99680,alaska,0,60.343879,-162.66587,bethel
99571,alaska,0,55.315003,-162.634,aleutians east
99752,alaska,0,66.897192,-162.58544,northwest arctic
99609,alaska,0,60.873178,-162.5196,bethel
99641,alaska,0,60.898967,-162.43712,bethel
99612,alaska,0,55.063736,-162.3124,aleutians east
99739,alaska,0,64.620513,-162.27718,nome
99671,alaska,0,63.511893,-162.27463,nome
99585,alaska,0,61.878073,-162.08481,wade hampton
99659,alaska,0,63.477448,-162.03841,nome
99578,alaska,0,60.214239,-162.03799,bethel
99634,alaska,0,60.695049,-161.9909,bethel
99655,alaska,0,59.754016,-161.90079,bethel
99559,alaska,0,60.766603,-161.88006,bethel
99651,alaska,0,59.00689,-161.81529,bethel
99589,alaska,0,59.125873,-161.59999,bethel
99551,alaska,0,60.88981,-161.42393,bethel
99621,alaska,0,60.810509,-161.4219,bethel
99657,alaska,0,61.785228,-161.36476,wade hampton
99552,alaska,0,60.911865,-161.22577,bethel
99771,alaska,0,64.343258,-161.16785,nome
99753,alaska,0,64.932225,-161.15597,nome
99727,alaska,0,65.979144,-161.12225,northwest arctic
99763,alaska,0,66.83713,-161.03664,northwest arctic
99679,alaska,0,61.102912,-160.96325,bethel
99684,alaska,0,63.882081,-160.76294,nome
99678,alaska,0,59.101934,-160.50353,dillingham
99661,alaska,0,55.311735,-160.48813,aleutians east
99749,alaska,0,66.97172,-160.43016,northwest arctic
99626,alaska,0,61.518175,-160.37019,bethel
99607,alaska,0,61.535511,-160.30165,bethel
99558,alaska,0,62.632905,-160.21336,yukon-koyukuk
99590,alaska,0,62.90813,-160.06675,yukon-koyukuk
99782,alaska,0,70.640902,-160.02481,north slope
99770,alaska,0,66.597998,-160.01772,northwest arctic
99602,alaska,0,62.198048,-159.77341,yukon-koyukuk
96796,hawaii,0,21.997746,-159.7187,kauai
96752,hawaii,0,21.97313,-159.71766,kauai
96769,hawaii,0,21.946244,-159.65981,kauai
96747,hawaii,0,21.920292,-159.62428,kauai
96716,hawaii,0,21.917153,-159.59407,kauai
96705,hawaii,0,21.910767,-159.58222,kauai
99665,alaska,0,62.655998,-159.53113,yukon-koyukuk
96765,hawaii,4417,21.930922,-159.499342,kauai
96722,hawaii,0,22.223635,-159.49025,kauai
96714,hawaii,500,22.208401,-159.4896,kauai
96756,hawaii,0,21.910013,-159.48044,kauai
96741,hawaii,0,21.999721,-159.4776,kauai
96754,hawaii,3233,22.212733,-159.40787,kauai
96766,hawaii,575,21.98081,-159.37746,kauai
96746,hawaii,3030,22.077472,-159.34463,kauai
96703,hawaii,0,22.148133,-159.31765,kauai
96751,hawaii,0,22.111837,-159.31283,kauai
99648,alaska,0,55.91076,-159.15591,lake and peninsula
99628,alaska,0,58.981087,-159.0558,dillingham
99557,alaska,0,61.570981,-158.88072,bethel
99548,alaska,0,56.252156,-158.74638,lake and peninsula
99748,alaska,0,64.324887,-158.73204,yukon-koyukuk
99549,alaska,0,56.946256,-158.62832,lake and peninsula
99555,alaska,0,59.269535,-158.62458,dillingham
99569,alaska,0,58.83256,-158.55254,dillingham
99565,alaska,0,56.307535,-158.53502,lake and peninsula
99576,alaska,0,59.068709,-158.44407,dillingham
99564,alaska,0,56.298297,-158.4044,lake and peninsula
96792,hawaii,2920,21.434246,-158.17092,honolulu
96791,hawaii,1050,21.572131,-158.13489,honolulu
99575,alaska,0,61.859821,-158.12888,bethel
99765,alaska,0,64.730035,-158.11178,yukon-koyukuk
96707,hawaii,1350,21.345535,-158.08587,honolulu
96712,hawaii,8450,21.630633,-158.07448,honolulu
96759,hawaii,0,21.4603,-158.06446,honolulu
96786,hawaii,0,21.501722,-158.03543,honolulu
96706,hawaii,200,21.338055,-158.02499,honolulu
96797,hawaii,671,21.403487,-158.01389,honolulu
96789,hawaii,1450,21.459206,-158.0116,honolulu
96782,hawaii,6787,21.408333,-157.9669,honolulu
96818,hawaii,1500,21.36425,-157.96316,honolulu
96731,hawaii,255,21.68762,-157.95903,honolulu
96701,hawaii,8670,21.389167,-157.93091,honolulu
96762,hawaii,0,21.6485,-157.92556,honolulu
96717,hawaii,0,21.60625,-157.90949,honolulu
96819,hawaii,7605,21.3452,-157.88165,honolulu
96744,hawaii,10518,21.501854,-157.87926,honolulu
99786,alaska,0,67.083658,-157.86225,northwest arctic
96817,hawaii,5085,21.3307,-157.85913,honolulu
96813,hawaii,85637,21.313033,-157.85615,honolulu
96730,hawaii,750,21.554467,-157.85108,honolulu
96814,hawaii,84590,21.300167,-157.84777,honolulu
96826,hawaii,15,21.2951,-157.83066,honolulu
96815,hawaii,3496,21.2782,-157.82199,honolulu
96822,hawaii,7820,21.31275,-157.82195,honolulu
96816,hawaii,14750,21.284,-157.79925,honolulu
96821,hawaii,17110,21.287967,-157.75456,honolulu
96863,hawaii,0,21.439867,-157.74772,honolulu
96734,hawaii,6455,21.3949,-157.74529,honolulu
96795,hawaii,0,21.33743,-157.70599,honolulu
99754,alaska,0,64.881745,-157.70439,yukon-koyukuk
96825,hawaii,8850,21.2946,-157.69721,honolulu
99580,alaska,0,59.360233,-157.4838,dillingham
99791,alaska,0,70.477663,-157.41805,north slope
99649,alaska,0,57.508178,-157.39907,lake and peninsula
99579,alaska,0,58.217621,-157.34841,lake and peninsula
99656,alaska,0,61.810587,-157.3437,bethel
99636,alaska,0,59.452339,-157.31368,dillingham
96770,hawaii,0,21.15058,-157.1977,maui
99668,alaska,0,61.683931,-157.15202,bethel
99773,alaska,0,66.887401,-157.14287,northwest arctic
96729,hawaii,0,21.168775,-157.08588,maui
96757,hawaii,0,21.156174,-157.03622,maui
99670,alaska,0,58.71163,-157.01746,bristol bay
96742,hawaii,0,21.191665,-156.9818,kalawao
96748,hawaii,5,21.111246,-156.9741,maui
99633,alaska,0,58.745436,-156.95331,bristol bay
96763,hawaii,0,20.823607,-156.9274,maui
99741,alaska,0,64.739082,-156.89456,yukon-koyukuk
99751,alaska,0,66.908604,-156.88828,northwest arctic
99625,alaska,0,59.116273,-156.84802,lake and peninsula
99723,alaska,250,71.299525,-156.74891,north slope
96761,hawaii,1250,20.913335,-156.65765,maui
99613,alaska,0,58.687446,-156.64007,bristol bay
96793,hawaii,4552,20.889294,-156.50497,maui
96732,hawaii,0,20.883951,-156.46579,maui
96753,hawaii,5985,20.771418,-156.45769,maui
99746,alaska,0,65.701858,-156.38713,yukon-koyukuk
96779,hawaii,0,20.906999,-156.38202,maui
96790,hawaii,2250,20.724391,-156.34031,maui
96768,hawaii,200,20.865115,-156.33158,maui
96708,hawaii,0,20.899634,-156.27315,maui
96713,hawaii,2000,20.739217,-156.03893,maui
96740,hawaii,900,19.675386,-155.97588,hawaii
96750,hawaii,200,19.526845,-155.9215,hawaii
96704,hawaii,500,19.307543,-155.88338,hawaii
96726,hawaii,0,19.278298,-155.845329,hawaii
96719,hawaii,0,20.241109,-155.84459,hawaii
96755,hawaii,0,20.222668,-155.78664,hawaii
96738,hawaii,0,19.947774,-155.78634,hawaii
96737,hawaii,0,19.101978,-155.76114,hawaii
96725,hawaii,212,19.410727,-155.7478,hawaii
96743,hawaii,900,20.040191,-155.69999,hawaii
96772,hawaii,0,19.110687,-155.58738,hawaii
99627,alaska,0,62.94914,-155.57265,yukon-koyukuk
96727,hawaii,0,20.089087,-155.51679,hawaii
96777,hawaii,0,19.226749,-155.49217,hawaii
99768,alaska,0,64.737306,-155.48769,yukon-koyukuk
96776,hawaii,0,20.022513,-155.37514,hawaii
96774,hawaii,0,19.996769,-155.31153,hawaii
96764,hawaii,0,19.983584,-155.25963,hawaii
96785,hawaii,0,19.447717,-155.21012,hawaii
96780,hawaii,0,19.946758,-155.2086,hawaii
96773,hawaii,0,19.942301,-155.18112,hawaii
96710,hawaii,0,19.857045,-155.15249,hawaii
96728,hawaii,0,19.866007,-155.12172,hawaii
96771,hawaii,0,19.516132,-155.11305,hawaii
96781,hawaii,0,19.800318,-155.10649,hawaii
96783,hawaii,250,19.843259,-155.10548,hawaii
96720,hawaii,1315,19.713562,-155.09842,hawaii
96760,hawaii,0,19.5604,-155.05686,hawaii
96749,hawaii,1250,19.625495,-155.01121,hawaii
96778,hawaii,0,19.494625,-154.9266,hawaii
99640,alaska,0,59.971286,-154.85008,lake and peninsula
99606,alaska,0,59.748806,-154.8124,lake and peninsula
99653,alaska,0,60.102331,-154.55708,lake and peninsula
99691,alaska,0,62.999213,-154.41957,yukon-koyukuk
99745,alaska,0,66.044094,-154.25703,yukon-koyukuk
99647,alaska,0,59.781241,-154.10833,lake and peninsula
99624,alaska,0,57.529161,-154.00286,kodiak island
99734,alaska,0,66.693255,-153.993988,north slope
99643,alaska,0,57.19926,-153.30438,kodiak island
99550,alaska,0,57.867089,-152.88568,kodiak island
99720,alaska,0,66.557586,-152.6559,yukon-koyukuk
99615,alaska,0,57.74663,-152.51142,kodiak island
99644,alaska,0,57.929664,-152.46085,kodiak island
99757,alaska,0,63.893902,-152.30201,yukon-koyukuk
99777,alaska,0,65.172029,-152.08258,yukon-koyukuk
99556,alaska,0,59.798363,-151.73566,kenai peninsula
99721,alaska,0,68.148216,-151.72854,north slope
99663,alaska,0,59.422698,-151.71513,kenai peninsula
99639,alaska,0,59.992821,-151.54194,kenai peninsula
99667,alaska,0,61.898872,-151.51587,matanuska-susitna
99726,alaska,0,66.917381,-151.50508,yukon-koyukuk
99603,alaska,1066,59.665074,-151.4493,kenai peninsula
99568,alaska,0,60.23458,-151.3934,kenai peninsula
99610,alaska,0,60.318451,-151.28948,kenai peninsula
99611,alaska,6200,60.587598,-151.23355,kenai peninsula
99682,alaska,0,61.067777,-151.14169,kenai peninsula
99789,alaska,0,70.215197,-151.02746,north slope
99669,alaska,250,60.489536,-151.02091,kenai peninsula
99672,alaska,500,60.532394,-150.74033,kenai peninsula
99695,alaska,0,61.402544,-150.57485,lake and peninsula
99756,alaska,0,65.021337,-150.50318,yukon-koyukuk
99683,alaska,0,62.415294,-150.37044,matanuska-susitna
99767,alaska,0,65.507883,-150.1636,yukon-koyukuk
99688,alaska,0,61.796774,-150.07792,matanuska-susitna
99502,alaska,750,61.153693,-149.95932,anchorage
99517,alaska,3506,61.188276,-149.93438,anchorage
99503,alaska,187006,61.19026,-149.89341,anchorage
99652,alaska,0,61.556311,-149.89098,matanuska-susitna
99515,alaska,2000,61.122943,-149.88852,anchorage
99513,alaska,0,61.214877,-149.88617,anchorage
99518,alaska,0,61.156565,-149.88335,anchorage
99510,alaska,0,61.144568,-149.878418,north slope
99501,alaska,24050,61.216799,-149.87828,anchorage
99676,alaska,0,62.298254,-149.87542,matanuska-susitna
99507,alaska,50,61.154834,-149.82865,anchorage
99508,alaska,1380,61.203953,-149.8144,anchorage
99694,alaska,0,61.629635,-149.79507,matanuska-susitna
99572,alaska,0,60.484146,-149.78153,kenai peninsula
99506,alaska,0,61.224384,-149.77461,anchorage
99516,alaska,1575,61.101142,-149.77311,anchorage
99504,alaska,15,61.204466,-149.74633,anchorage
99505,alaska,0,61.261518,-149.66336,anchorage
99605,alaska,0,60.911003,-149.62708,kenai peninsula
99577,alaska,200,61.310222,-149.51689,anchorage
99654,alaska,0,61.580187,-149.48821,matanuska-susitna
99540,alaska,0,60.973454,-149.4583,anchorage
99519,alaska,225,61.108864,-149.440311,north slope
99567,alaska,0,61.413717,-149.42644,anchorage
99664,alaska,0,60.151652,-149.41271,kenai peninsula
99631,alaska,0,60.499602,-149.40247,kenai peninsula
99758,alaska,0,65.152583,-149.39156,yukon-koyukuk
99744,alaska,0,64.349263,-149.19265,denali
99704,alaska,0,64.289856,-149.17778,denali
99743,alaska,0,64.010218,-149.10712,denali
99774,alaska,0,66.005296,-149.10303,yukon-koyukuk
99587,alaska,0,60.952049,-149.0838,anchorage
99760,alaska,0,64.560888,-149.07674,denali
99645,alaska,0,61.598203,-149.04109,matanuska-susitna
99755,alaska,0,63.657441,-148.83396,denali
99674,alaska,0,61.751348,-148.69632,matanuska-susitna
99693,alaska,0,60.639257,-148.54211,matanuska-susitna
99729,alaska,0,63.255516,-148.39873,denali
99706,alaska,2000,64.852055,-147.937747,southeast fairbanks
99709,alaska,1025,64.854937,-147.87406,fairbanks north star
99775,alaska,0,64.860846,-147.82681,fairbanks north star
99701,alaska,650,64.83507,-147.72045,fairbanks north star
99703,alaska,0,64.827164,-147.6265,fairbanks north star
99712,alaska,0,64.926041,-147.49573,fairbanks north star
99724,alaska,0,66.359719,-147.39743,yukon-koyukuk
99705,alaska,0,64.777233,-147.3649,fairbanks north star
99702,alaska,0,64.661627,-147.02121,fairbanks north star
99714,alaska,0,64.464105,-146.91648,fairbanks north star
99677,alaska,0,60.863764,-146.68013,valdez-cordova
99781,alaska,0,67.015569,-146.41736,yukon-koyukuk
99790,alaska,0,64.856055,-146.27598,yukon-koyukuk
99686,alaska,0,61.128176,-146.2357,valdez-cordova
99588,alaska,0,62.12042,-145.58592,valdez-cordova
99722,alaska,0,68.121828,-145.52768,yukon-koyukuk
99737,alaska,0,63.978355,-145.4623,southeast fairbanks
99574,alaska,0,60.474512,-145.40256,valdez-cordova
99740,alaska,0,66.566652,-145.28231,yukon-koyukuk
99573,alaska,0,61.832347,-145.2308,valdez-cordova
99730,alaska,0,65.551022,-144.71982,yukon-koyukuk
99586,alaska,0,62.667589,-144.49059,valdez-cordova
99566,alaska,0,61.555701,-144.14233,valdez-cordova
99733,alaska,0,65.796306,-144.06388,yukon-koyukuk
99788,alaska,0,66.653222,-143.72717,yukon-koyukuk
99747,alaska,0,70.13346,-143.62436,north slope
99776,alaska,0,63.376206,-143.35699,southeast fairbanks
99780,alaska,0,63.341767,-142.93704,valdez-cordova
99732,alaska,0,64.070738,-141.87489,southeast fairbanks
99764,alaska,0,62.980725,-141.82852,southeast fairbanks
99738,alaska,0,64.778099,-141.19257,yukon-koyukuk
99689,alaska,0,59.538728,-139.71052,yakutat
99825,alaska,0,58.068878,-136.27833,hoonah-angoon
99832,alaska,0,57.959709,-136.22032,hoonah-angoon
99826,alaska,0,58.434052,-135.73088,hoonah-angoon
99827,alaska,100,59.279037,-135.6122,hoonah-angoon
99829,alaska,200,58.109608,-135.43154,hoonah-angoon
99835,alaska,500,57.064376,-135.3227,sitka
99840,alaska,1000,59.465159,-135.31355,skagway
99841,alaska,0,57.777622,-135.20777,hoonah-angoon
99820,alaska,0,57.48765,-134.57222,hoonah-angoon
99801,alaska,2000,58.358599,-134.54749,juneau
99824,alaska,0,58.276192,-134.39781,juneau
99830,alaska,0,56.975011,-133.9323,petersburg
99927,alaska,0,56.337957,-133.60689,prince of wales-hyder
99925,alaska,0,55.555164,-133.07316,prince of wales-hyder
99921,alaska,0,55.456449,-133.02648,prince of wales-hyder
99833,alaska,0,56.784206,-132.97354,petersburg
99836,alaska,0,56.53595,-132.827948,petersburg
99922,alaska,0,55.209339,-132.82545,prince of wales-hyder
99918,alaska,0,56.009124,-132.82018,prince of wales-hyder
99919,alaska,0,55.677232,-132.55624,prince of wales-hyder
99929,alaska,0,56.409507,-132.33822,wrangell
99903,alaska,0,55.742045,-132.25002,wrangell
99901,alaska,250,55.368644,-131.6762,prince of wales-hyder
99926,alaska,1500,55.123897,-131.56883,prince of wales-hyder
99923,alaska,0,55.941442,-130.0545,prince of wales-hyder
98357,washington,5300,48.35306,-124.64076,clallam
98350,washington,0,47.905815,-124.62202,clallam
97465,oregon,0,42.746529,-124.47596,curry
98326,washington,0,48.181608,-124.41188,clallam
97411,oregon,1020,43.113799,-124.39911,coos
97444,oregon,0,42.451203,-124.39036,curry
97450,oregon,0,42.915024,-124.37576,curry
98381,washington,0,48.283826,-124.37144,clallam
98331,washington,25,47.838423,-124.35888,clallam
97476,oregon,0,42.813437,-124.35756,curry
98305,washington,0,48.066605,-124.30909,clallam
97415,oregon,0,42.098285,-124.27265,curry
98587,washington,10000,47.32251,-124.25814,grays harbor
95536,california,655,40.561448,-124.25781,humboldt
95551,california,0,40.659753,-124.22153,humboldt
95537,california,0,40.725444,-124.21697,humboldt
95558,california,0,40.272963,-124.21494,humboldt
97420,oregon,780,43.357357,-124.21086,coos
97459,oregon,1381,43.434529,-124.20994,coos
98562,washington,0,47.254009,-124.20789,grays harbor
95564,california,0,40.79348,-124.19929,humboldt
98571,washington,0,47.216861,-124.1974,grays harbor
97414,oregon,0,42.977978,-124.1716,coos
95531,california,3538,41.782681,-124.16703,del norte
97423,oregon,0,43.187219,-124.16396,coos
95501,california,1185,40.793739,-124.16102,humboldt
98535,washington,10,47.118566,-124.16027,grays harbor
98569,washington,0,46.983877,-124.15607,grays harbor
97449,oregon,0,43.58119,-124.1557,coos
95503,california,1820,40.757091,-124.1513,humboldt
95567,california,0,41.949739,-124.15098,del norte
95540,california,400,40.583488,-124.14367,humboldt
98536,washington,0,47.179475,-124.14241,grays harbor
95570,california,750,41.081726,-124.13112,humboldt
97441,oregon,16,43.760271,-124.12028,douglas
95562,california,0,40.494813,-124.11637,humboldt
98595,washington,0,46.887187,-124.10735,grays harbor
95545,california,0,40.281369,-124.08998,humboldt
95547,california,0,40.546202,-124.08412,humboldt
97439,oregon,1783,44.009099,-124.08307,lane
98547,washington,0,46.781978,-124.08111,grays harbor
97466,oregon,0,42.873137,-124.07835,coos
95521,california,1925,40.867469,-124.07519,humboldt
95519,california,3840,40.963482,-124.07286,humboldt
95524,california,450,40.822884,-124.06711,humboldt
97369,oregon,0,44.758819,-124.06328,lincoln
95565,california,750,40.459978,-124.06059,humboldt
97341,oregon,558,44.821446,-124.05729,lincoln
97458,oregon,0,43.075356,-124.05682,coos
97498,oregon,1000,44.326381,-124.0557,lane
98644,washington,0,46.332077,-124.05517,pacific
97406,oregon,0,42.625928,-124.05435,curry
97366,oregon,0,44.567998,-124.05401,lincoln
95555,california,0,41.296122,-124.05351,humboldt
97365,oregon,0,44.649252,-124.05039,lincoln
98631,washington,1000,46.365773,-124.05022,pacific
97394,oregon,0,44.424255,-124.04868,lincoln
98640,washington,0,46.501781,-124.04801,pacific
97376,oregon,0,44.505655,-124.04512,lincoln
97493,oregon,0,43.905878,-124.03929,douglas
95548,california,225,41.51823,-124.03075,del norte
98624,washington,201,46.312541,-124.02968,pacific
98526,washington,0,47.463965,-124.02938,grays harbor
98641,washington,0,46.554,-124.02626,pacific
95589,california,0,40.033316,-124.02379,mendocino
97367,oregon,0,44.950573,-124.00655,lincoln
97467,oregon,0,43.68516,-124.00262,douglas
97388,oregon,280,44.885,-123.994219,lincoln
97364,oregon,0,44.997061,-123.98589,lincoln
98590,washington,0,46.737458,-123.98121,pacific
97149,oregon,0,45.101518,-123.9737,tillamook
95528,california,0,40.489925,-123.97132,humboldt
97134,oregon,0,45.461852,-123.96804,tillamook
97121,oregon,0,46.187903,-123.96437,clatsop
97110,oregon,16,45.894287,-123.961,clatsop
97135,oregon,0,45.201302,-123.95999,tillamook
97145,oregon,1000,45.868839,-123.95909,clatsop
97102,oregon,0,45.819042,-123.95827,tillamook
98527,washington,0,46.630051,-123.95463,pacific
98614,washington,0,46.282397,-123.93844,pacific
97130,oregon,0,45.720836,-123.93471,tillamook
97136,oregon,0,45.620062,-123.93449,tillamook
95571,california,0,40.322683,-123.92367,humboldt
97146,oregon,0,46.136322,-123.91753,clatsop
98550,washington,2000,47.026913,-123.91732,grays harbor
97391,oregon,0,44.626888,-123.91515,lincoln
97368,oregon,1000,45.009935,-123.91182,lincoln
97380,oregon,5900,44.738154,-123.91023,lincoln
97118,oregon,0,45.561139,-123.91004,tillamook
98552,washington,0,47.355226,-123.90189,grays harbor
97112,oregon,0,45.257176,-123.89141,tillamook
97107,oregon,0,45.534203,-123.88468,tillamook
97147,oregon,0,45.688054,-123.8842,tillamook
95525,california,0,40.907437,-123.88348,humboldt
97131,oregon,0,45.715015,-123.88233,tillamook
97453,oregon,0,44.018992,-123.87221,lane
95549,california,0,40.691578,-123.87189,humboldt
95569,california,0,40.35983,-123.87105,humboldt
95553,california,0,40.210793,-123.86447,humboldt
95560,california,0,40.131417,-123.85855,humboldt
98586,washington,0,46.560786,-123.85214,pacific
97480,oregon,0,44.127179,-123.83519,lane
95550,california,0,40.766645,-123.83488,humboldt
97390,oregon,0,44.309872,-123.83344,lane
97122,oregon,0,45.187837,-123.82026,tillamook
98520,washington,50,46.972965,-123.81923,grays harbor
97357,oregon,0,44.745464,-123.81722,lincoln
97138,oregon,0,45.926112,-123.81524,clatsop
97473,oregon,0,43.669352,-123.8141,douglas
98575,washington,0,47.489864,-123.81031,grays harbor
95542,california,0,40.0985,-123.80654,humboldt
95420,california,0,39.365356,-123.80469,mendocino
97141,oregon,0,45.459109,-123.80389,tillamook
95543,california,250,41.888557,-123.80079,del norte
95488,california,70,39.727052,-123.79238,mendocino
95460,california,15,39.311858,-123.79166,mendocino
95554,california,0,40.2959,-123.77902,humboldt
95559,california,0,40.196116,-123.77315,humboldt
98638,washington,650,46.370075,-123.76506,pacific
97343,oregon,0,44.643659,-123.76213,lincoln
95437,california,1200,39.43695,-123.76087,mendocino
95456,california,500,39.268774,-123.75568,mendocino
95587,california,0,39.96266,-123.74471,mendocino
97103,oregon,3726,46.155007,-123.7417,clatsop
95546,california,0,41.161505,-123.72444,humboldt
95585,california,0,39.860285,-123.71685,mendocino
95410,california,25,39.216157,-123.71376,mendocino
97534,oregon,0,42.055397,-123.7031,josephine
97430,oregon,0,44.164325,-123.70193,lane
95514,california,0,40.325767,-123.69266,humboldt
97108,oregon,0,45.284763,-123.6908,tillamook
98537,washington,750,46.899189,-123.6907,pacific
97416,oregon,0,43.054446,-123.6864,douglas
98577,washington,0,46.668744,-123.67708,pacific
95459,california,360,38.996389,-123.66468,mendocino
97347,oregon,1250,45.060436,-123.66311,yamhill
95573,california,0,40.945039,-123.65806,humboldt
95468,california,500,38.898385,-123.65746,mendocino
97531,oregon,0,42.208018,-123.65551,josephine
95432,california,0,39.103897,-123.64617,mendocino
95417,california,1000,39.670239,-123.64423,mendocino
98363,washington,3503,48.102836,-123.63765,clallam
97490,oregon,0,44.004968,-123.63206,lane
97326,oregon,0,44.637701,-123.62496,benton
98643,washington,0,46.302905,-123.62473,wahkiakum
97324,oregon,0,44.369264,-123.62349,lane
98563,washington,0,47.034615,-123.60332,grays harbor
97523,oregon,0,42.139958,-123.60245,josephine
95511,california,0,40.169518,-123.60216,humboldt
97436,oregon,0,43.647537,-123.58719,douglas
98621,washington,0,46.348706,-123.58307,pacific
95563,california,0,40.89197,-123.56149,trinity
95445,california,0,38.813417,-123.55762,mendocino
97481,oregon,0,43.098515,-123.55647,douglas
95463,california,0,39.173321,-123.55081,mendocino
97538,oregon,0,42.259678,-123.54778,josephine
95427,california,750,39.240872,-123.54765,mendocino
95556,california,0,41.300573,-123.54411,humboldt
97412,oregon,0,44.196459,-123.53776,lane
95526,california,0,40.413386,-123.53267,humboldt
97486,oregon,0,43.38382,-123.53031,douglas
95454,california,145,39.745588,-123.5223,mendocino
97543,oregon,0,42.365473,-123.50865,josephine
97532,oregon,0,42.542134,-123.5078,josephine
95466,california,2164,39.089273,-123.50186,mendocino
97396,oregon,0,45.140178,-123.49286,yamhill
98583,washington,0,47.002178,-123.483596,grays harbor
97471,oregon,200,43.24,-123.48,douglas
95568,california,0,41.455226,-123.47671,siskiyou
95497,california,3700,38.725628,-123.47625,sonoma
96046,california,0,40.639108,-123.47525,trinity
98647,washington,0,46.296658,-123.46828,wahkiakum
95595,california,0,40.202464,-123.46646,trinity
97461,oregon,0,44.099562,-123.46265,lane
95527,california,0,40.877334,-123.45661,trinity
97344,oregon,0,44.865209,-123.44807,polk
97370,oregon,2005,44.578526,-123.43709,benton
97496,oregon,0,43.094626,-123.43658,douglas
96039,california,750,41.82087,-123.43126,siskiyou
98560,washington,0,47.26332,-123.43097,mason
95552,california,0,40.390478,-123.41309,trinity
97378,oregon,300,45.089532,-123.40787,yamhill
98541,washington,1250,47.03575,-123.40713,grays harbor
98362,washington,250,48.097144,-123.40628,clallam
97469,oregon,0,42.935498,-123.39902,douglas
97437,oregon,0,44.099732,-123.38787,lane
95415,california,1800,39.026811,-123.38621,mendocino
97419,oregon,0,44.181193,-123.38603,lane
97442,oregon,0,42.771195,-123.38578,douglas
97487,oregon,1300,44.023225,-123.38399,lane
95490,california,2050,39.451662,-123.37285,mendocino
97462,oregon,0,43.443648,-123.36727,douglas
97456,oregon,0,44.333016,-123.36508,lane
97527,oregon,10,42.405162,-123.3624,josephine
97435,oregon,0,43.703855,-123.35279,douglas
97470,oregon,27212,43.227287,-123.35138,douglas
98612,washington,0,46.208318,-123.34624,wahkiakum
96010,california,0,40.723792,-123.34016,trinity
95429,california,0,39.761199,-123.33547,mendocino
97338,oregon,834,44.920815,-123.33432,polk
97494,oregon,0,43.32843,-123.333177,douglas
97526,oregon,400,42.4631,-123.33162,josephine
95412,california,0,38.717819,-123.32757,sonoma
98559,washington,0,46.959091,-123.32595,grays harbor
97495,oregon,0,43.333141,-123.325617,douglas
97497,oregon,0,42.676455,-123.324,josephine
97144,oregon,0,45.744404,-123.3235,washington
98572,washington,0,46.569107,-123.30578,lewis
97361,oregon,1201,44.789252,-123.30325,polk
97544,oregon,250,42.155392,-123.2978,josephine
97333,oregon,690,44.52789,-123.2791,benton
97331,oregon,0,44.565648,-123.27906,benton
97330,oregon,6985,44.608694,-123.2752,benton
98557,washington,0,47.054419,-123.2739,mason
97479,oregon,0,43.397697,-123.27314,douglas
97016,oregon,0,46.078338,-123.26993,clatsop
97499,oregon,0,43.593788,-123.26602,douglas
95494,california,0,38.916201,-123.26509,mendocino
