zip,state,value,latitude,longitude,county
13667,new york,0,44.823502,-74.96875,st. lawrence
7863,new jersey,0,40.815107,-74.96802,warren
8212,new jersey,0,38.936896,-74.96526,cape may
8559,new jersey,700,40.435878,-74.96511,hunterdon
7825,new jersey,0,40.96035,-74.96243,warren
8867,new jersey,2225,40.583035,-74.96224,hunterdon
13834,new york,0,42.536475,-74.96218,otsego
8043,new jersey,20612,39.851969,-74.96128,camden
12750,new york,0,41.729581,-74.961146,sullivan
13407,new york,0,42.970099,-74.96051,herkimer
8094,new jersey,4000,39.647598,-74.95927,gloucester
18328,pennsylvania,275,41.241889,-74.95917,pike
13472,new york,0,43.460951,-74.957099,herkimer
8075,new jersey,9350,40.029361,-74.9541,burlington
13676,new york,630,44.651265,-74.95289,st. lawrence
